ticker,sales,purchases,net_activity
1314152,1,0,-1
ACR,1,0,-1
ANIX,0,1,1
ASAN,1,0,-1
ATEC,2,0,-2
BFZ,1,0,-1
BLND,1,0,-1
BOX,2,0,-2
CCLFX,0,1,1
CELFX,0,1,1
CPEFX,0,1,1
CPF,1,0,-1
CRDO,2,0,-2
CVNA,40,0,-40
DLPN,0,1,1
GCV,1,0,-1
GECC,1,0,-1
GRX,0,1,1
HOVR,1,0,-1
IAS,1,0,-1
IRON,1,0,-1
LYRA,2,0,-2
MBLY,2,0,-2
NEGG,0,2,2
NQP,1,0,-1
NTWK,0,2,2
RCG,0,7,7
SGA,1,0,-1
SITE,1,0,-1
STEP,1,0,-1
TRMB,1,0,-1
TSCO,2,0,-2
TTAN,6,0,-6
VENU,7,0,-7
YUM,2,0,-2
