ticker,sales,purchases,net_activity
AHR,1,0,-1
BASE,1,0,-1
CIEN,1,0,-1
CVNA,11,0,-11
CWAN,10,0,-10
DBX,2,0,-2
EOG,2,0,-2
FRSH,1,0,-1
FUND,0,6,6
GMGI,1,0,-1
GMS,1,0,-1
GTM,3,0,-3
HGTY,3,0,-3
HOOD,1,0,-1
IRM,5,0,-5
IRT,1,0,-1
KDP,2,0,-2
MLI,2,0,-2
NCMI,4,0,-4
PATH,2,0,-2
PB,3,0,-3
PEG,1,0,-1
PFGC,2,0,-2
RMTI,3,0,-3
STX,3,0,-3
TEAM,14,0,-14
TRU,1,0,-1
TVTX,1,0,-1
VIR,1,0,-1
VRSN,1,0,-1
W,6,0,-6
XYZ,3,0,-3
