ticker,sales,purchases,net_activity
ASAN,0,2,2
CALC,0,1,1
CRWD,3,0,-3
CVNA,21,0,-21
HOVR,0,3,3
INTU,1,0,-1
ISSC,1,0,-1
JCTC,2,0,-2
MCW,3,0,-3
MP,1,0,-1
NVDA,16,0,-16
NWTG,0,1,1
NXDT,0,2,2
NXRT,0,1,1
NYC,0,3,3
PEN,7,0,-7
QS,2,0,-2
RBRK,1,0,-1
RDDT,1,0,-1
TLN,21,0,-21
TMC,2,0,-2
TTAN,5,0,-5
