ticker,sales,purchases,net_activity
AKRO,2,0,-2
ALAB,12,0,-12
CPIX,0,64,64
FRSH,1,0,-1
GEVO,1,0,-1
LGND,1,0,-1
PCOR,6,0,-6
PLAB,1,0,-1
SATS,1,0,-1
TMUS,11,0,-11
