ticker,sales,purchases,net_activity
AFRM,1,0,-1
BCDA,0,4,4
BSPK,0,1,1
BXSY,0,1,1
CALC,0,1,1
CASY,1,0,-1
CLRB,0,3,3
CULP,0,1,1
DKS,2,0,-2
EBAY,5,0,-5
ETST,0,1,1
FDBC,0,1,1
GH,2,0,-2
HIPO,1,0,-1
HMN,1,0,-1
HOOD,1,0,-1
IAF,0,1,1
IMRX,0,2,2
INTZ,0,1,1
KLTR,1,0,-1
META,22,0,-22
NDAQ,2,0,-2
NET,3,0,-3
NRX,0,1,1
NYC,0,4,4
PETS,0,1,1
QNTO,0,1,1
RBLX,9,0,-9
RCG,0,7,7
RDDT,7,0,-7
RGCO,0,3,3
RMD,1,0,-1
RVP,0,1,1
RVYL,1,0,-1
SMTC,2,0,-2
TPL,0,1,1
YORKU,0,2,2
