ticker,sales,purchases,net_activity
ACR,1,0,-1
AEHR,1,0,-1
AKRO,2,0,-2
ANIX,0,1,1
ATRA,0,1,1
BFZ,1,0,-1
BRCC,0,3,3
BTCS,1,0,-1
CRM,4,0,-4
CSAI,2,0,-2
CVNA,18,0,-18
GF,0,1,1
GTX,3,0,-3
HOOD,1,0,-1
IDR,1,0,-1
LC,1,0,-1
MARA,1,0,-1
NEGG,0,3,3
NQP,2,0,-2
NRGV,4,0,-4
NTRA,1,0,-1
NVDA,10,0,-10
OXBR,2,0,-2
PEO,2,0,-2
PETS,0,1,1
PINS,3,0,-3
RCG,0,7,7
RDDT,8,0,-8
SOTK,2,0,-2
TENB,1,0,-1
TOFB,1,2,1
TPL,0,1,1
VTR,2,0,-2
YHC,1,0,-1
