ticker,sales,purchases,net_activity
ACTU,0,3,3
AGFY,3,0,-3
AIG,0,1,1
BFZ,2,0,-2
CBDS,1,0,-1
CCIF,0,1,1
CMG,1,0,-1
CSBB,0,2,2
CTTH,0,1,1
CURB,1,0,-1
CURV,1,0,-1
CXM,1,0,-1
DELL,1,0,-1
DSM,0,1,1
EONR,0,2,2
GCV.H,0,1,1
GNT,1,0,-1
GRF,0,1,1
GTLB,1,0,-1
GWRE,1,0,-1
HNI,1,0,-1
HOVR,0,1,1
IMRX,0,1,1
KR,1,0,-1
LWAY,2,0,-2
NUE,2,0,-2
NYC,0,1,1
OPXS,1,0,-1
PBI,1,0,-1
PEO,1,0,-1
POWL,28,0,-28
PVH,0,1,1
RCG,0,7,7
RGT,1,0,-1
RNG,2,0,-2
SEZL,1,0,-1
TEAM,14,0,-14
TOFB,1,0,-1
TPL,0,1,1
TZOO,1,0,-1
VMD,2,0,-2
